,artist,song_title,album,genres,lyrics,clean_lyrics,token,sentiment,score
55,rumahsakit,Pop Kinetik,1+2,"indonesian indie, math rock",[Verse 1]Bunuh Bunuhlah aku Kalau kau bisa Silahkan saja[Verse 2]Serang Hantamlah saja Datang padaku Andai kau tahu[Chorus]Akhirnya Baru kau mengerti Kalau aku bukan manusia biasa[Verse 3]Musnah musnah semua Hanya dipandang dengan mataku[Verse 4]Hancur Leburkan musuh Tanpa senjata tanpa disentuh,bunuh bunuh kau silah serang hantam pada andai kau kau erti manusia musnah musnah pandang mata hancur lebur musuh senjata sentuh,"['bunuh', 'bunuh', 'kau', 'silah', 'serang', 'hantam', 'pada', 'andai', 'kau', 'kau', 'erti', 'manusia', 'musnah', 'musnah', 'pandang', 'mata', 'hancur', 'lebur', 'musuh', 'senjata', 'sentuh']",negatif,0.9957689046859741
56,Morfem,Rayakan Pemenang,SneakerFuzz,"indonesian indie, indonesian indie rock, indonesian rock",Debu telah melekat di tshirt kita Hingga embun membasahi tiap kepala Lingkaran tak juga kunjung di bubarkan Masih bercerita tentang zaman kebodohan Esok dirimu kan terbang Memeluk mimpi yang akhirnya kesampaian Esok dirimu kan terbang Tak habis fikir kami melepas pemenang Dulu kau bahan olokan utama Dengan polah fikiran yang tak masuk akal Kau tiada pernah bisa terbantahkan Semua baru terbukti di zaman sekarang Esok dirimu kan terbang Memeluk mimpi yang akhirnya kesampaian Esok dirimu kan terbang Tak habis fikir kami melepas pemenang Kami menunggu dirimu untuk rayakan,debu lekat tshirt embun basah kepala lingkar kunjung bubar cerita zaman bodoh esok diri terbang peluk mimpi esok diri terbang habis fikir lepas menang kau bahan olok utama polah fikiran masuk akal kau tiada bantah bukti zaman esok diri terbang peluk mimpi esok diri terbang habis fikir lepas menang tunggu diri raya,"['debu', 'lekat', 'tshirt', 'embun', 'basah', 'kepala', 'lingkar', 'kunjung', 'bubar', 'cerita', 'zaman', 'bodoh', 'esok', 'diri', 'terbang', 'peluk', 'mimpi', 'esok', 'diri', 'terbang', 'habis', 'fikir', 'lepas', 'menang', 'kau', 'bahan', 'olok', 'utama', 'polah', 'fikiran', 'masuk', 'akal', 'kau', 'tiada', 'bantah', 'bukti', 'zaman', 'esok', 'diri', 'terbang', 'peluk', 'mimpi', 'esok', 'diri', 'terbang', 'habis', 'fikir', 'lepas', 'menang', 'tunggu', 'diri', 'raya']",negatif,0.995732843875885
57,Hindia,Evakuasi,Menari Dengan Bayangan,indonesian pop,"Lirik ""Evakuasi""[Verse 1]Aku hanya ingin ketenangan Bukan rumah, uang atau ketenaran Aku hanya butuh ketenangan Ia sangat jauh, hanya angan-angan Aku hanya ingin ketenangan Tanpa kabar, panggilan dan pertemuan Aku hanya butuh ketenangan Menghilangkan diri dari keramaian[Chorus]Seribu Tuhan, ini berat Bangun, berpura menjadi kuat Sungguh semua ini bom waktu Memikul ceritamu, memikul salahku[Verse 2]Aku bukan objek validasi Jauhkan diriku dari foto selfie Aku bukan objek imitasi Jangan pakai fotoku di akun pribadi Kau tak akan pernah mengenaliku Berbicara seakan kau tahu diriku Ku mendoakanmu dari jauh Tak perlu mengirim pesan di ulang tahunmu",evakuasi tenang rumah uang tenar butuh tenang angan angan tenang kabar panggil temu butuh tenang hilang ramai ribu tuhan berat bangun pura kuat sungguh bom pikul cerita pikul salah objek validasi jauh diri foto selfie objek imitasi pakai foto akun pribadi kau kenal bicara akan kau diri ku doa kirim pesan ulang tahun,"['evakuasi', 'tenang', 'rumah', 'uang', 'tenar', 'butuh', 'tenang', 'angan', 'angan', 'tenang', 'kabar', 'panggil', 'temu', 'butuh', 'tenang', 'hilang', 'ramai', 'ribu', 'tuhan', 'berat', 'bangun', 'pura', 'kuat', 'sungguh', 'bom', 'pikul', 'cerita', 'pikul', 'salah', 'objek', 'validasi', 'jauh', 'diri', 'foto', 'selfie', 'objek', 'imitasi', 'pakai', 'foto', 'akun', 'pribadi', 'kau', 'kenal', 'bicara', 'akan', 'kau', 'diri', 'ku', 'doa', 'kirim', 'pesan', 'ulang', 'tahun']",positif,0.946077287197113
58,Barasuara,Terbuang Dalam Waktu,Jalaran Sadrah,"indonesian indie, indonesian indie rock","[Lirik ""Terbuang dalam Waktu""][Verse 1: Iga Massardi]Teringat seru suaramu menepis keraguan Namun dewasa mengubah Cara pandang dan keikhlasan bersaut dan bergulat Terperai-perai menghilang[Pre-Chorus: Iga Massardi]Perih yang terasa, sakit yang tak sirna Harapan akankah ada?Berputar arah[Chorus]Angan tenggelam dalam kabut dan amarah Luka terkuak dan menggebu tanpa arah Tangis yang terbendung Terbuang dalam waktu yang meluruh[Pre-Chorus: Asteriska & Puti Chitara]Perih yang terasa, sakit yang tak sirna Harapan akankah ada?Berubah[Instrumental]",buang iga massardi seru suara menep ragu dewasa ubah pandang ikhlas saut gulat perai perai hilang iga massardi perih sakit sirna harap putar arah angan tenggelam kabut amarah luka kuak gebu arah tangis bendung buang luruh asteriska puti chitara perih sakit sirna harap ubah,"['buang', 'iga', 'massardi', 'seru', 'suara', 'menep', 'ragu', 'dewasa', 'ubah', 'pandang', 'ikhlas', 'saut', 'gulat', 'perai', 'perai', 'hilang', 'iga', 'massardi', 'perih', 'sakit', 'sirna', 'harap', 'putar', 'arah', 'angan', 'tenggelam', 'kabut', 'amarah', 'luka', 'kuak', 'gebu', 'arah', 'tangis', 'bendung', 'buang', 'luruh', 'asteriska', 'puti', 'chitara', 'perih', 'sakit', 'sirna', 'harap', 'ubah']",negatif,0.9685297012329102
59,Tulus,Labirin,Labirin,"indonesian jazz, indonesian pop, indonesian singer-songwriter",Kucari tau tentangmu Tanggal dan tahun lahirmu Kupelajari rasi bintang menebak pribadimu Tokoh kartun favoritmu Dan warna kegemaranmu Kutelusuri di titik mana kita kan bertemu Bius aku Bius aku dengan tatapanmu tatapanmu Misterimu Menyiksaku tapi sungguh candu sungguh candu Lika liku labirinmu Tak kan urungkan niatku Betapa kuyakin kita berdua bisa menyatu Labirinmu Jebak aku dalam labirinmu labirinmu Tersesatku Tersesatku di adiwarnamu pesonamu Labirinmu Jebak aku dalam labirinmu labirinmu labirinmu Tersesatku Tersesatku di adiwarnamu pesonamu,cari tau tentang tanggal lahir ajar rasi bintang tebak pribadi tokoh kartun favorit warna gemar telusur titik temu bius bius tatap tatap misteri siksa sungguh candu sungguh candu lika liku labirin urung niat betapa yakin dua satu labirin jebak labirin labirin sesat sesat adiwarna pesona labirin jebak labirin labirin labirin sesat sesat adiwarna pesona,"['cari', 'tau', 'tentang', 'tanggal', 'lahir', 'ajar', 'rasi', 'bintang', 'tebak', 'pribadi', 'tokoh', 'kartun', 'favorit', 'warna', 'gemar', 'telusur', 'titik', 'temu', 'bius', 'bius', 'tatap', 'tatap', 'misteri', 'siksa', 'sungguh', 'candu', 'sungguh', 'candu', 'lika', 'liku', 'labirin', 'urung', 'niat', 'betapa', 'yakin', 'dua', 'satu', 'labirin', 'jebak', 'labirin', 'labirin', 'sesat', 'sesat', 'adiwarna', 'pesona', 'labirin', 'jebak', 'labirin', 'labirin', 'labirin', 'sesat', 'sesat', 'adiwarna', 'pesona']",negatif,0.9948990941047668
60,Lor,A Normal Teenager,Movie Star,yogyakarta indie,"SCOREThe epic hero mono myth is still a concept that Is very important because it appears in star wars, The Call, And shows a great role model for people to follow today.Luke’s journey was an example of monomyth he went through steps to become an epic hero. Luke was a normal teenager looking for excitement; this is a good example of status quo. He meets r2d2 that had a message in him he saw, from there that was his call to adventure. On his search he finds ben & he teaches Luke about the force, which became his assistance. They took off on their journey to help the force & help the princess; this is an example of his departure leading to his trails.Jordan (Halle berry) in the movie “The Call” journey is an example of an epic hero mono myth the series of steps that she took. Jordan was a regular 911 operator with a regular life in los angles she get a call that changes her life, this fits the status quo perfectly it was her call to adventure. From that call the pressure is on with doing things she never done to save this girls life, she helps her through a process it was a good example of assistance. Jordan finds herself going having a lot of issues in the process of find the little girl, which led to an example of trials she go through.The best Epic mono myth hero is Jordan (Halle berry) in “The Call”. Jordan goes out her way to the point of losing it all to save a life in a high pressure job; she faces all the steps of an epic hero mono myth Luke sky walker was a good example of epic mono myth but I think Halle berry in “The Call” was the best she became a hero even in a devastated state of mind.The monomyth hero is important to understand because of the steps this hero goes through to prove there selves as a true hero to Themselves & others.",scorethe epic hero mono myth still concept important appears star wars call shows great role model people follow today luke journey example monomyth went steps become epic hero luke normal teenager looking excitement good example status quo meets r message saw call adventure search finds ben teaches luke force became assistance took journey help force help princess example departure leading trails jordan halle berry movie call journey example epic hero mono myth series steps took jordan regular operator regular life los angles get call changes life fits status quo perfectly call adventure call pressure things never done save girls life helps process good example assistance jordan finds going lot issues process find little girl led example trials go best epic mono myth hero jordan halle berry call jordan goes way point losing save life high pressure job faces steps epic hero mono myth luke sky walker good example epic mono myth think halle berry call best became hero even devastated state mind monomyth hero important understand steps hero goes prove selves true hero others,"['scorethe', 'epic', 'hero', 'mono', 'myth', 'still', 'concept', 'important', 'appears', 'star', 'wars', 'call', 'shows', 'great', 'role', 'model', 'people', 'follow', 'today', 'luke', 'journey', 'example', 'monomyth', 'went', 'steps', 'become', 'epic', 'hero', 'luke', 'normal', 'teenager', 'looking', 'excitement', 'good', 'example', 'status', 'quo', 'meets', 'r', 'message', 'saw', 'call', 'adventure', 'search', 'finds', 'ben', 'teaches', 'luke', 'force', 'became', 'assistance', 'took', 'journey', 'help', 'force', 'help', 'princess', 'example', 'departure', 'leading', 'trails', 'jordan', 'halle', 'berry', 'movie', 'call', 'journey', 'example', 'epic', 'hero', 'mono', 'myth', 'series', 'steps', 'took', 'jordan', 'regular', 'operator', 'regular', 'life', 'los', 'angles', 'get', 'call', 'changes', 'life', 'fits', 'status', 'quo', 'perfectly', 'call', 'adventure', 'call', 'pressure', 'things', 'never', 'done', 'save', 'girls', 'life', 'helps', 'process', 'good', 'example', 'assistance', 'jordan', 'finds', 'going', 'lot', 'issues', 'process', 'find', 'little', 'girl', 'led', 'example', 'trials', 'go', 'best', 'epic', 'mono', 'myth', 'hero', 'jordan', 'halle', 'berry', 'call', 'jordan', 'goes', 'way', 'point', 'losing', 'save', 'life', 'high', 'pressure', 'job', 'faces', 'steps', 'epic', 'hero', 'mono', 'myth', 'luke', 'sky', 'walker', 'good', 'example', 'epic', 'mono', 'myth', 'think', 'halle', 'berry', 'call', 'best', 'became', 'hero', 'even', 'devastated', 'state', 'mind', 'monomyth', 'hero', 'important', 'understand', 'steps', 'hero', 'goes', 'prove', 'selves', 'true', 'hero', 'others']",netral,0.6208387613296509
61,Perunggu,Tarung Bebas,Memorandum,"indonesian indie, indonesian indie rock","[Lirik ""Tarung Bebas""][Intro]Tu, wa, ga, pat![Verse 1]Kepal tangan, injak sasana, tarik nafas dalam-dalam sendiri Tatap mata, nikmati pandangan sebelum pelipis sobek tipis Malam ini tak ada yang beda selain lampu mengarah keringat campur darah Dari kiri masuk ke pipi, balas secepat-cepatnya, sekeras-kerasnya Berdansa lagi, berdansalah[Chorus]Rahang terkunci, anggap saja Ini detik terakhirmu, jangan beri ampun dulu Himpun emosi, muntahkan jauh Seluruh seranganmu, atur sudut andalanmu[Verse 2]Tekanan demi tekanan, tahan perlahan, sapu kakimu ke kanan Belum jelas berapa menit lagi, kau harus berdiri untuk namamu Beri sinyal, lambaikan ke atas, tengadahkan dagu, beri ancaman Ini bebas, ini semua bеbas Ini yang kau mau, kau berhak bebas[Chorus]Rahang terkunci, anggap saja Ini dеtik terakhirmu, jangan beri ampun dulu Himpun emosi, muntahkan jauh Seluruh seranganmu, atur sudut andalanmu Sakit tak lagi terasa seperti Percikan amarah mengisi atas ke bawah",tarung bebas tu wa ga pat kepal tangan injak sasana tarik nafas tatap mata nikmat pandang pelipis sobek tipis malam beda lampu arah keringat campur darah kiri masuk pipi balas cepat cepat keras keras dansa dansa rahang kunci anggap detik akhir ampun himpun emosi muntah serang atur sudut andal tekan tekan tahan perlahan sapu kaki kanan menit kau diri nama sinyal lambai tengadah dagu ancam bebas b bas kau kau hak bebas rahang kunci anggap d tik akhir ampun himpun emosi muntah serang atur sudut andal sakit percik amarah isi,"['tarung', 'bebas', 'tu', 'wa', 'ga', 'pat', 'kepal', 'tangan', 'injak', 'sasana', 'tarik', 'nafas', 'tatap', 'mata', 'nikmat', 'pandang', 'pelipis', 'sobek', 'tipis', 'malam', 'beda', 'lampu', 'arah', 'keringat', 'campur', 'darah', 'kiri', 'masuk', 'pipi', 'balas', 'cepat', 'cepat', 'keras', 'keras', 'dansa', 'dansa', 'rahang', 'kunci', 'anggap', 'detik', 'akhir', 'ampun', 'himpun', 'emosi', 'muntah', 'serang', 'atur', 'sudut', 'andal', 'tekan', 'tekan', 'tahan', 'perlahan', 'sapu', 'kaki', 'kanan', 'menit', 'kau', 'diri', 'nama', 'sinyal', 'lambai', 'tengadah', 'dagu', 'ancam', 'bebas', 'b', 'bas', 'kau', 'kau', 'hak', 'bebas', 'rahang', 'kunci', 'anggap', 'd', 'tik', 'akhir', 'ampun', 'himpun', 'emosi', 'muntah', 'serang', 'atur', 'sudut', 'andal', 'sakit', 'percik', 'amarah', 'isi']",negatif,0.9942460656166077
62,Pamungkas,One Only,Walk The Talk,"indonesian pop, indonesian singer-songwriter","[Verse 1]Oh There you are Sittin' still all stripes and lonely Hidin', wishin', waitin'While I'm Here I am Standin' still stare at you only Everythin' gets blurry[Pre-Chorus]All I want is just to stay You can't shake me, I would never dare Let go Through the talkin' and the walkin'I will give you all my lovin'[Chorus]Start countin' all the days Forever I will stay with you With you, one only you Go far and roam about Comeback and callin' out to me To me, one only me[Verse 2]Oh I'm in love What did I do to deserve you?You tell me what did I do To be With you, love To be the one you're runnin' into When the days do come through",sittin still stripes lonely hidin wishin waitin standin still stare everythin gets blurry want stay shake would never dare let go talkin walkin give lovin start countin days forever stay one go far roam comeback callin one love deserve tell love one runnin days come,"['sittin', 'still', 'stripes', 'lonely', 'hidin', 'wishin', 'waitin', 'standin', 'still', 'stare', 'everythin', 'gets', 'blurry', 'want', 'stay', 'shake', 'would', 'never', 'dare', 'let', 'go', 'talkin', 'walkin', 'give', 'lovin', 'start', 'countin', 'days', 'forever', 'stay', 'one', 'go', 'far', 'roam', 'comeback', 'callin', 'one', 'love', 'deserve', 'tell', 'love', 'one', 'runnin', 'days', 'come']",positif,0.8323205709457397
63,Hindia,Setiap Waktu,Setiap Waktu,indonesian pop,"[Lirik ""Setiap Waktu""][Verse 1]Aku tahu kau bingung memulai percakapan Takut salah bicara, lalu aku tersinggung Aku tahu kau linglung, gundah mencari jalan Cairkan suasana, diam sehening patung[Verse 2]Kau kehabisan kata karena nilai yang berbeda Masalah yang pernah ada antara kita berdua[Chorus]Pun begitu kumaafkanmu hingga seratus tahun lagi Karena untukmu setiap waktu aku berusaha Hatiku terbuka selebar-lebarnya[Verse 3]Aku tahu terkadang kau anggapku masih kecil Tak tahu apa-apa (tak tahu apa-apa), pongah tentang dunia (pongah tentang dunia)Aku tak ingin menang walau kita berseberang Hanya ingin kau percaya aku bisa mencerna[Chorus]Pun begitu kumaafkanmu hingga seratus tahun lagi Karena untukmu setiap waktu aku berusaha'Tuk selalu memaafkanmu hingga seratus tahun lagi Karena untukmu setiap waktu ku masih bеrdoa Hatiku terbuka selebar-lеbarnya Ku masih berdoa, hatiku terbuka",kau bingung cakap takut salah bicara singgung kau linglung gundah cari jalan cair suasana diam hening patung kau habis nilai beda dua maaf ratus untuk usaha hati buka lebar lebar terkadang kau anggap pongah dunia pongah dunia menang seberang kau percaya cerna maaf ratus untuk usaha tuk maaf ratus untuk ku b rdoa hati buka lebar l bar ku doa hati buka,"['kau', 'bingung', 'cakap', 'takut', 'salah', 'bicara', 'singgung', 'kau', 'linglung', 'gundah', 'cari', 'jalan', 'cair', 'suasana', 'diam', 'hening', 'patung', 'kau', 'habis', 'nilai', 'beda', 'dua', 'maaf', 'ratus', 'untuk', 'usaha', 'hati', 'buka', 'lebar', 'lebar', 'terkadang', 'kau', 'anggap', 'pongah', 'dunia', 'pongah', 'dunia', 'menang', 'seberang', 'kau', 'percaya', 'cerna', 'maaf', 'ratus', 'untuk', 'usaha', 'tuk', 'maaf', 'ratus', 'untuk', 'ku', 'b', 'rdoa', 'hati', 'buka', 'lebar', 'l', 'bar', 'ku', 'doa', 'hati', 'buka']",positif,0.7013347744941711
64,.Feast,Di Padang Lumpuh,Di Padang Lumpuh,indonesian indie,"Lirik ""Di Padang Lumpuh""[Intro]Main yang bener lu, 'Dat[Verse 1]Siapa siap meninggal?Siapa siap ditinggal?Siapa tahu harga perubahan tapi tak siap bertemu ajal?Kita banggakan yang dulu saja Bakar ban, tutup jalan, lempar segala Bicara dengan megafon sampai berbusa Anti-kritik hampir sama dengan Istana[Pre-Chorus]Nama demi nama jadi senjata Tiap kali ditanya ""kau tahu apa?""Berdiri di atas pendapat orang mati Tak bisa berlari dengan mulut sendiri[Chorus]Hiduplah tanahku, negeriku, rumahku Bangsa para korban Gala raya bumi digdaya Berdiri di padang lumpuh Hiduplah tanahku, negeriku, rumahku Bangsa tersangka Gala raya bumi digdaya Berdiri di padang lumpuh",padang lumpuh main bener lu dat tinggal tinggal harga ubah temu ajal bangga bakar ban tutup jalan lempar bicara megafon busa anti kritik istana nama nama senjata kali kau diri dapat orang mati lari mulut hidup tanah negeri rumah bangsa korban gala raya bumi digdaya diri padang lumpuh hidup tanah negeri rumah bangsa sangka gala raya bumi digdaya diri padang lumpuh,"['padang', 'lumpuh', 'main', 'bener', 'lu', 'dat', 'tinggal', 'tinggal', 'harga', 'ubah', 'temu', 'ajal', 'bangga', 'bakar', 'ban', 'tutup', 'jalan', 'lempar', 'bicara', 'megafon', 'busa', 'anti', 'kritik', 'istana', 'nama', 'nama', 'senjata', 'kali', 'kau', 'diri', 'dapat', 'orang', 'mati', 'lari', 'mulut', 'hidup', 'tanah', 'negeri', 'rumah', 'bangsa', 'korban', 'gala', 'raya', 'bumi', 'digdaya', 'diri', 'padang', 'lumpuh', 'hidup', 'tanah', 'negeri', 'rumah', 'bangsa', 'sangka', 'gala', 'raya', 'bumi', 'digdaya', 'diri', 'padang', 'lumpuh']",negatif,0.9921604990959167
65,rumahsakit,Apa Yang Tak Bisa,+imeless,"indonesian indie, math rock",[Verse 1]Kala semua doa telah terbaca Namun tak berbuah sempurna Kala semua cara telah kau coba Namun tak kunjung tiba bahagia[Pre-Chorus]Hu-hu-huu lepaskan lah Hu-hu-huu dan tetap percaya[Chorus]Apa yang tak bisa Kau raih walau kau t'lah berupaya Itu hanya tanda Kau tak membutuhkannya Apa yang tak bisa Kau miliki meski kau t'lah temui Itu hanya tanda Kau lebih baik tanpanya[Pre-Chorus]Hu-hu-huu lepaskan lah Hu-hu-huu dan tetap percaya Aa-aaa[Bridge]Semua yang t'lah diberikan olehnya Pasti ada rencana yang indah Dan tak perlu merasa gelisah Bersyukurlah dan berserah,doa baca buah sempurna kau coba kunjung bahagia hu hu huu lepas hu hu huu percaya kau raih kau upaya tanda kau butuh kau milik kau temu tanda kau tanpa hu hu huu lepas hu hu huu percaya aaa bridge rencana indah gelisah syukur serah,"['doa', 'baca', 'buah', 'sempurna', 'kau', 'coba', 'kunjung', 'bahagia', 'hu', 'hu', 'huu', 'lepas', 'hu', 'hu', 'huu', 'percaya', 'kau', 'raih', 'kau', 'upaya', 'tanda', 'kau', 'butuh', 'kau', 'milik', 'kau', 'temu', 'tanda', 'kau', 'tanpa', 'hu', 'hu', 'huu', 'lepas', 'hu', 'hu', 'huu', 'percaya', 'aaa', 'bridge', 'rencana', 'indah', 'gelisah', 'syukur', 'serah']",negatif,0.6609872579574585
66,The Adams,Gelap Malam,Agterplaas,"indonesian alternative rock, indonesian indie, indonesian indie rock","Lirik ""Gelap Malam""[Verse 1]Terjebaknya di dalam Pikiran yang terkaram Mungkinkah itu alasan Dia tak henti menggeram Malam yang melelahkan Gelap dan tak berkawan Sekat-sekat di lukanya Semakin dalam[Chorus]Kaukah itu?Kebisuan gelap tanpa tanda Membuat semua tak berdaya Takkan ada Jiwa yang penuhi dusta Biarlah Biar semua berjalan bersama Tak usahlah kau berbeda Masa lalu Akankah terus menyala?[Verse 2]Terkapar dan bernyawa Hilang ditelan masa Ruang-ruang di hatinya Akan terus menyala Kekalnya keangkuhan Melawan ketakutan Dan gelap pagi yang samar Terasa berbeda",gelap malam jebak pikir karam alas henti geram malam lelah gelap kawan sekat sekat luka kau bisu gelap tanda daya tak jiwa penuh dusta biar biar jalan usah kau beda nyala kapar nyawa hilang tel ruang ruang hati nyala kekal angkuh lawan takut gelap pagi samar beda,"['gelap', 'malam', 'jebak', 'pikir', 'karam', 'alas', 'henti', 'geram', 'malam', 'lelah', 'gelap', 'kawan', 'sekat', 'sekat', 'luka', 'kau', 'bisu', 'gelap', 'tanda', 'daya', 'tak', 'jiwa', 'penuh', 'dusta', 'biar', 'biar', 'jalan', 'usah', 'kau', 'beda', 'nyala', 'kapar', 'nyawa', 'hilang', 'tel', 'ruang', 'ruang', 'hati', 'nyala', 'kekal', 'angkuh', 'lawan', 'takut', 'gelap', 'pagi', 'samar', 'beda']",negatif,0.9956554174423218
67,"Hindia, Sal Priadi",Belum Tidur,Menari Dengan Bayangan,indonesian pop,"Lirik ""Belum Tidur""[Verse 1: Hindia]Semua yang sirna 'kan kembali Semua yang sirna' kan terganti Dan ku bertanya, ""untuk apa?""Angan yang belum dijawab juga[Versi 2: Hindia & Sal Priadi]Amin paling serius (Detik jam)Simpul jari yang erat (Sang gerilyawan)Doa semakin berat (Berdentang mengingatkan)Rasakanlah (Ciri pikiran)Semua perasaanmu (Khas pagi buta menyerang aku)Malam ini (Yang tegang)Milikmu sendiri (Terus-terusan)[Verse 3: Hindia & Sal]Melayang dan masuk dalam tubuhmu (Merebahlah sedikit badanmu katamu yang memahamiku)Kami sabar (Maunya juga menepi tapi banyak tapi banyak yang)Menunggu nyawamu kembali (Belum rapi, ya meski b-b-berantakan)Dan tidurlah dengan kecepatanmu (Juga karya seni)Saat siap menutup hari[Chorus: Hindia & Sal](Belum tidur, bukan lembur)Dunia berhenti pukul tiga pagi (Belum tidur, bukan lembur, bukan menunggu)(Kejutan)(Selamat dan panjang umur)(Selamat dan panjang umur)Menghentikan waktu di kamar ini (Selamat dan panjang umur)(Selamat dan panjang umur)(Selamat dan panjang umur)",tidur hindia sirna sirna ganti ku angan versi hindia sal priadi amin serius detik jam simpul jari erat sang gerilyawan doa berat dentang rasa ciri pikir asa khas pagi buta serang malam tegang milik terus hindia sal layang masuk tubuh rebah badan kata paham sabar mau tepi tunggu nyawa rapi ya b b beranta tidur cepat karya seni tutup hindia sal tidur lembur dunia henti pagi tidur lembur tunggu kejut selamat umur selamat umur henti kamar selamat umur selamat umur selamat umur,"['tidur', 'hindia', 'sirna', 'sirna', 'ganti', 'ku', 'angan', 'versi', 'hindia', 'sal', 'priadi', 'amin', 'serius', 'detik', 'jam', 'simpul', 'jari', 'erat', 'sang', 'gerilyawan', 'doa', 'berat', 'dentang', 'rasa', 'ciri', 'pikir', 'asa', 'khas', 'pagi', 'buta', 'serang', 'malam', 'tegang', 'milik', 'terus', 'hindia', 'sal', 'layang', 'masuk', 'tubuh', 'rebah', 'badan', 'kata', 'paham', 'sabar', 'mau', 'tepi', 'tunggu', 'nyawa', 'rapi', 'ya', 'b', 'b', 'beranta', 'tidur', 'cepat', 'karya', 'seni', 'tutup', 'hindia', 'sal', 'tidur', 'lembur', 'dunia', 'henti', 'pagi', 'tidur', 'lembur', 'tunggu', 'kejut', 'selamat', 'umur', 'selamat', 'umur', 'henti', 'kamar', 'selamat', 'umur', 'selamat', 'umur', 'selamat', 'umur']",negatif,0.47025546431541443
68,.Feast,Politrik,Politrik,indonesian indie,"[Lirik ""Politrik""][Verse 1]Hari ini kau belanja topik Cari-cari debat paling berisik Jalan jinjit di tepi jurang menukik Bungkus kritik dangkal dengan cantik[Pre-Chorus]Trik trik trik positioning Trik trik trik trik marketing Trik trik trik trik trik branding Semua kau sikat miring[Chorus]Santai saja lihatnya kawan Palingan ya hanya jualan Berita jadi uang makan Derita jadi uang jajan Aku pernah di situ kawan Muak dianggap hanya jualan Menjalankannya jadi beban Sulit imbangi perkataan[Bridge]Trik paling jitu (Po)Angkat topik tabu (Li)Tarik pendengar lugu (Trik)Lalu jualan baju",politrik kau belanja topik cari cari debat berisik jalan jinjit tepi jurang tukik bungkus kritik dangkal cantik trik trik trik positioning trik trik trik trik marketing trik trik trik trik trik branding kau sikat miring santai lihat kawan paling ya jual berita uang makan derita uang jajan situ kawan muak anggap jual jalan beban sulit imbang kata bridge trik jitu po angkat topik tabu li tarik dengar lugu trik jual baju,"['politrik', 'kau', 'belanja', 'topik', 'cari', 'cari', 'debat', 'berisik', 'jalan', 'jinjit', 'tepi', 'jurang', 'tukik', 'bungkus', 'kritik', 'dangkal', 'cantik', 'trik', 'trik', 'trik', 'positioning', 'trik', 'trik', 'trik', 'trik', 'marketing', 'trik', 'trik', 'trik', 'trik', 'trik', 'branding', 'kau', 'sikat', 'miring', 'santai', 'lihat', 'kawan', 'paling', 'ya', 'jual', 'berita', 'uang', 'makan', 'derita', 'uang', 'jajan', 'situ', 'kawan', 'muak', 'anggap', 'jual', 'jalan', 'beban', 'sulit', 'imbang', 'kata', 'bridge', 'trik', 'jitu', 'po', 'angkat', 'topik', 'tabu', 'li', 'tarik', 'dengar', 'lugu', 'trik', 'jual', 'baju']",negatif,0.9836962819099426
69,Petra Sihombing,Istimewa,Mine,"indonesian indie, indonesian pop","Hanya dia yang mengerti aku Cuma dia yang bisa luluhkan hatiku oooh Hanya dia yang manjakan aku Cuma dia kan ada di dalam hatiku oooh Lagu ini ku nyanyikan untuknya Bukan hanya sekedar lagu cinta Karena ku tak hanya cinta biasa, cintaku istimewa Hanya dia yang tahu diriku Hanya dia yang bisa baca pikiranku Lagu ini ku nyanyikan untuknya Bukan hanya sekedar lagu cinta Karena ku tak hanya cinta biasa, cintaku istimewa Lagu ini ku nyanyikan untuknya Semua dari hatiku sepenuhnya Sungguh tulus cintaku kepadanya karena dia istimewa Hanya dia yang membuatku begini, merasa istimewa Hanya dia yang manjakan aku Lagu ini ku nyanyikan untuknya Bukan hanya sekedar lagu cinta Karena ku tak hanya cinta biasa, cintaku istimewa",erti luluh hati manja hati lagu ku nyanyi untuk dar lagu cinta ku cinta cinta istimewa diri baca pikir lagu ku nyanyi untuk dar lagu cinta ku cinta cinta istimewa lagu ku nyanyi untuk hati sepenuh sungguh tulus cinta istimewa buat istimewa manja lagu ku nyanyi untuk dar lagu cinta ku cinta cinta istimewa,"['erti', 'luluh', 'hati', 'manja', 'hati', 'lagu', 'ku', 'nyanyi', 'untuk', 'dar', 'lagu', 'cinta', 'ku', 'cinta', 'cinta', 'istimewa', 'diri', 'baca', 'pikir', 'lagu', 'ku', 'nyanyi', 'untuk', 'dar', 'lagu', 'cinta', 'ku', 'cinta', 'cinta', 'istimewa', 'lagu', 'ku', 'nyanyi', 'untuk', 'hati', 'sepenuh', 'sungguh', 'tulus', 'cinta', 'istimewa', 'buat', 'istimewa', 'manja', 'lagu', 'ku', 'nyanyi', 'untuk', 'dar', 'lagu', 'cinta', 'ku', 'cinta', 'cinta', 'istimewa']",positif,0.9976450800895691
